Elevation,pre.AI,gp,value,variable
5000,0.308,D,0.148829711,Neg.coh
5000,0.308,D,0.1537717,Neg.coh
5000,0.308,D,0.155044555,Neg.coh
5000,0.308,D,0.150377044,Neg.coh
5000,0.308,D,0.151059125,Neg.coh
5000,0.308,D,0.143528071,Neg.coh
5000,0.308,D,0.147063903,Neg.coh
4300,0.982,E,0.184285184,Pos.coh
4300,0.982,E,0.192044047,Pos.coh
4300,0.982,E,0.187580781,Pos.coh
4300,0.982,E,0.233044773,Pos.coh
4300,0.982,E,0.206244242,Pos.coh
4300,0.982,E,0.224391289,Pos.coh
4300,0.982,E,0.214324777,Pos.coh
4300,0.982,E,0.224388422,Pos.coh
4300,0.982,E,0.205879114,Pos.coh
4300,0.982,E,0.199847236,Pos.coh
4300,0.982,E,0.218933304,Pos.coh
4300,0.982,E,0.243372446,Pos.coh
4300,0.982,E,0.235463873,Pos.coh
4300,0.982,E,0.189435677,Pos.coh
4300,0.982,E,0.170111782,Pos.coh
4400,0.936,E,0.18055941,Pos.coh
4400,0.936,E,0.177531951,Pos.coh
4400,0.936,E,0.18791618,Pos.coh
4400,0.936,E,0.181966167,Pos.coh
4400,0.936,E,0.18717526,Pos.coh
4400,0.936,E,0.187190609,Pos.coh
4400,0.936,E,0.18992657,Pos.coh
4400,0.936,E,0.197152028,Pos.coh
4400,0.936,E,0.185424967,Pos.coh
4400,0.936,E,0.19317105,Pos.coh
4400,0.936,E,0.192791611,Pos.coh
4400,0.936,E,0.190297864,Pos.coh
4400,0.936,E,0.187720458,Pos.coh
4400,0.936,E,0.179352317,Pos.coh
4400,0.936,E,0.1730019,Pos.coh
4500,0.865,E,0.197730338,Pos.coh
4500,0.865,E,0.183727265,Pos.coh
4500,0.865,E,0.179503739,Pos.coh
4500,0.865,E,0.171566493,Pos.coh
4500,0.865,E,0.177703458,Pos.coh
4500,0.865,E,0.176174715,Pos.coh
4500,0.865,E,0.17342127,Pos.coh
4500,0.865,E,0.174721638,Pos.coh
4500,0.865,E,0.17936822,Pos.coh
4500,0.865,E,0.176627639,Pos.coh
4500,0.865,E,0.175960328,Pos.coh
4500,0.865,E,0.18204895,Pos.coh
4500,0.865,E,0.172186446,Pos.coh
4500,0.865,E,0.214974258,Pos.coh
4500,0.865,E,0.173509684,Pos.coh
4600,0.784,E,0.217196418,Pos.coh
4600,0.784,E,0.173448818,Pos.coh
4600,0.784,E,0.177290588,Pos.coh
4600,0.784,E,0.176448158,Pos.coh
4600,0.784,E,0.182266457,Pos.coh
4600,0.784,E,0.178157905,Pos.coh
4600,0.784,E,0.179817074,Pos.coh
4600,0.784,E,0.181527509,Pos.coh
4600,0.784,E,0.185273558,Pos.coh
4600,0.784,E,0.173177872,Pos.coh
4600,0.784,E,0.187234772,Pos.coh
4600,0.784,E,0.175747921,Pos.coh
4600,0.784,E,0.176334948,Pos.coh
4600,0.784,E,0.181312374,Pos.coh
4600,0.784,E,0.174796139,Pos.coh
4700,0.694,F,0.184991315,Pos.coh
4700,0.694,F,0.172526521,Pos.coh
4700,0.694,F,0.178005889,Pos.coh
4700,0.694,F,0.174472661,Pos.coh
4700,0.694,F,0.169877468,Pos.coh
4700,0.694,F,0.170081264,Pos.coh
4700,0.694,F,0.178084786,Pos.coh
4700,0.694,F,0.176368719,Pos.coh
4700,0.694,F,0.175772368,Pos.coh
4700,0.694,F,0.173524619,Pos.coh
4700,0.694,F,0.171442826,Pos.coh
4700,0.694,F,0.174506409,Pos.coh
4700,0.694,F,0.179403154,Pos.coh
4700,0.694,F,0.179036789,Pos.coh
4700,0.694,F,0.176655826,Pos.coh
4800,0.586,F,0.168543651,Pos.coh
4800,0.586,F,0.169056714,Pos.coh
4800,0.586,F,0.172686956,Pos.coh
4800,0.586,F,0.179948586,Pos.coh
4800,0.586,F,0.171514993,Pos.coh
4800,0.586,F,0.167858316,Pos.coh
4800,0.586,F,0.170111643,Pos.coh
4800,0.586,F,0.174449422,Pos.coh
4800,0.586,F,0.169694156,Pos.coh
4800,0.586,F,0.173630642,Pos.coh
4800,0.586,F,0.169371842,Pos.coh
4800,0.586,F,0.172004095,Pos.coh
4800,0.586,F,0.196543564,Pos.coh
4800,0.586,F,0.178871909,Pos.coh
4800,0.586,F,0.174181222,Pos.coh
4900,0.452,F,0.176240528,Pos.coh
4900,0.452,F,0.178750515,Pos.coh
4900,0.452,F,0.179127676,Pos.coh
4900,0.452,F,0.195296461,Pos.coh
4900,0.452,F,0.209631488,Pos.coh
4900,0.452,F,0.212702977,Pos.coh
4900,0.452,F,0.181344494,Pos.coh
4900,0.452,F,0.183647712,Pos.coh
4900,0.452,F,0.175172531,Pos.coh
4900,0.452,F,0.174777923,Pos.coh
4900,0.452,F,0.176678264,Pos.coh
4900,0.452,F,0.175471528,Pos.coh
4900,0.452,F,0.175360369,Pos.coh
4900,0.452,F,0.170245906,Pos.coh
4900,0.452,F,0.186415498,Pos.coh
5000,0.308,F,0.196878139,Pos.coh
5000,0.308,F,0.176400443,Pos.coh
5000,0.308,F,0.191191033,Pos.coh
5000,0.308,F,0.18970232,Pos.coh
5000,0.308,F,0.191210436,Pos.coh
5000,0.308,F,0.197799787,Pos.coh
5000,0.308,F,0.169018245,Pos.coh
5000,0.308,F,0.189045687,Pos.coh
5000,0.308,F,0.196143696,Pos.coh
5000,0.308,F,0.19394349,Pos.coh
5000,0.308,F,0.195843839,Pos.coh
5000,0.308,F,0.192699705,Pos.coh
5000,0.308,F,0.17654029,Pos.coh
5000,0.308,F,0.21944987,Pos.coh
5100,0.159,F,0.181790334,Pos.coh
5100,0.159,F,0.173153091,Pos.coh
5100,0.159,F,0.179778685,Pos.coh
5100,0.159,F,0.177245197,Pos.coh
5100,0.159,F,0.191442272,Pos.coh
5100,0.159,F,0.180439824,Pos.coh
5100,0.159,F,0.192296695,Pos.coh
5100,0.159,F,0.188841773,Pos.coh
5100,0.159,F,0.187918402,Pos.coh
5100,0.159,F,0.188067953,Pos.coh
5100,0.159,F,0.185851887,Pos.coh
5100,0.159,F,0.186833366,Pos.coh
5100,0.159,F,0.185282407,Pos.coh
5200,0.012,F,0.180867355,Pos.coh
5200,0.012,F,0.195601635,Pos.coh
5200,0.012,F,0.192535034,Pos.coh
5200,0.012,F,0.18782666,Pos.coh
5200,0.012,F,0.192042669,Pos.coh
5200,0.012,F,0.197365346,Pos.coh
5200,0.012,F,0.187130401,Pos.coh
5200,0.012,F,0.188256016,Pos.coh
5200,0.012,F,0.18211957,Pos.coh
5200,0.012,F,0.184360595,Pos.coh
5200,0.012,F,0.190954639,Pos.coh
5200,0.012,F,0.185993415,Pos.coh
5200,0.012,F,0.177161283,Pos.coh
4400,0.936,E,0.17687266,Pos.coh
4400,0.936,E,0.177527066,Pos.coh
4400,0.936,E,0.178539261,Pos.coh
4400,0.936,E,0.175478756,Pos.coh
4400,0.936,E,0.17277687,Pos.coh
4400,0.936,E,0.163150327,Pos.coh
4400,0.936,E,0.177790102,Pos.coh
4400,0.936,E,0.177746553,Pos.coh
4400,0.936,E,0.183383408,Pos.coh
4400,0.936,E,0.177313732,Pos.coh
4400,0.936,E,0.190634474,Pos.coh
4400,0.936,E,0.175539488,Pos.coh
4400,0.936,E,0.191521971,Pos.coh
4400,0.936,E,0.187142744,Pos.coh
4500,0.865,E,0.169270366,Pos.coh
4500,0.865,E,0.167449216,Pos.coh
4500,0.865,E,0.170646934,Pos.coh
4500,0.865,E,0.174858615,Pos.coh
4500,0.865,E,0.17448504,Pos.coh
4500,0.865,E,0.173151557,Pos.coh
4500,0.865,E,0.180158996,Pos.coh
4500,0.865,E,0.183658165,Pos.coh
4500,0.865,E,0.178368969,Pos.coh
4500,0.865,E,0.183583631,Pos.coh
4500,0.865,E,0.178986401,Pos.coh
4500,0.865,E,0.175192803,Pos.coh
4500,0.865,E,0.174166779,Pos.coh
4500,0.865,E,0.174283593,Pos.coh
4600,0.784,E,0.173302059,Pos.coh
4600,0.784,E,0.168581823,Pos.coh
4600,0.784,E,0.172541842,Pos.coh
4600,0.784,E,0.175760599,Pos.coh
4600,0.784,E,0.174925867,Pos.coh
4600,0.784,E,0.176077182,Pos.coh
4600,0.784,E,0.173366881,Pos.coh
4600,0.784,E,0.181080301,Pos.coh
4600,0.784,E,0.173063267,Pos.coh
4600,0.784,E,0.175203775,Pos.coh
4600,0.784,E,0.174455233,Pos.coh
4600,0.784,E,0.175498242,Pos.coh
4600,0.784,E,0.177750501,Pos.coh
4600,0.784,E,0.174282179,Pos.coh
4800,0.586,F,0.167121273,Pos.coh
4800,0.586,F,0.18076767,Pos.coh
4800,0.586,F,0.180958726,Pos.coh
4800,0.586,F,0.173253122,Pos.coh
4800,0.586,F,0.17792552,Pos.coh
4800,0.586,F,0.1790756,Pos.coh
4800,0.586,F,0.182809962,Pos.coh
4800,0.586,F,0.177290515,Pos.coh
4800,0.586,F,0.173496226,Pos.coh
4800,0.586,F,0.18026602,Pos.coh
4800,0.586,F,0.179053122,Pos.coh
4800,0.586,F,0.183632063,Pos.coh
4900,0.452,F,0.177289257,Pos.coh
4900,0.452,F,0.182710534,Pos.coh
4900,0.452,F,0.180214357,Pos.coh
4900,0.452,F,0.177986737,Pos.coh
4900,0.452,F,0.175665992,Pos.coh
4900,0.452,F,0.189735019,Pos.coh
4900,0.452,F,0.181315981,Pos.coh
4900,0.452,F,0.177343004,Pos.coh
4900,0.452,F,0.176410331,Pos.coh
4900,0.452,F,0.170699292,Pos.coh
4900,0.452,F,0.179986026,Pos.coh
4900,0.452,F,0.182554882,Pos.coh
5000,0.308,F,0.18768674,Pos.coh
5000,0.308,F,0.17849983,Pos.coh
5000,0.308,F,0.199554497,Pos.coh
5000,0.308,F,0.201317335,Pos.coh
5000,0.308,F,0.197795541,Pos.coh
5000,0.308,F,0.199547551,Pos.coh
5000,0.308,F,0.200023776,Pos.coh
5000,0.308,F,0.196568385,Pos.coh
5000,0.308,F,0.19471639,Pos.coh
5000,0.308,F,0.195181177,Pos.coh
5000,0.308,F,0.180783438,Pos.coh
5000,0.308,F,0.185460552,Pos.coh
4300,0.982,G,0.774776212,Neg.Pos
4300,0.982,G,0.806350132,Neg.Pos
4300,0.982,G,0.806415625,Neg.Pos
4300,0.982,G,0.635123376,Neg.Pos
4300,0.982,G,0.739541263,Neg.Pos
4300,0.982,G,0.651645475,Neg.Pos
4300,0.982,G,0.733575328,Neg.Pos
4300,0.982,G,0.698076223,Neg.Pos
4300,0.982,G,0.755155587,Neg.Pos
4300,0.982,G,0.67335124,Neg.Pos
4300,0.982,G,0.720817595,Neg.Pos
4300,0.982,G,0.630229239,Neg.Pos
4300,0.982,G,0.639658041,Neg.Pos
4300,0.982,G,0.80721382,Neg.Pos
4300,0.982,G,0.853279173,Neg.Pos
4400,0.936,G,0.827091432,Neg.Pos
4400,0.936,G,0.82503623,Neg.Pos
4400,0.936,G,0.812517715,Neg.Pos
4400,0.936,G,0.844669114,Neg.Pos
4400,0.936,G,0.820423096,Neg.Pos
4400,0.936,G,0.813956965,Neg.Pos
4400,0.936,G,0.809176211,Neg.Pos
4400,0.936,G,0.785684568,Neg.Pos
4400,0.936,G,0.838537212,Neg.Pos
4400,0.936,G,0.804364873,Neg.Pos
4400,0.936,G,0.815174266,Neg.Pos
4400,0.936,G,0.808954482,Neg.Pos
4400,0.936,G,0.805040557,Neg.Pos
4400,0.936,G,0.845736016,Neg.Pos
4400,0.936,G,0.850495236,Neg.Pos
4500,0.865,G,0.767374547,Neg.Pos
4500,0.865,G,0.837507579,Neg.Pos
4500,0.865,G,0.820763586,Neg.Pos
4500,0.865,G,0.845943545,Neg.Pos
4500,0.865,G,0.837924243,Neg.Pos
4500,0.865,G,0.840734407,Neg.Pos
4500,0.865,G,0.877511368,Neg.Pos
4500,0.865,G,0.84688384,Neg.Pos
4500,0.865,G,0.831746704,Neg.Pos
4500,0.865,G,0.82284646,Neg.Pos
4500,0.865,G,0.847297251,Neg.Pos
4500,0.865,G,0.800271595,Neg.Pos
4500,0.865,G,0.830975344,Neg.Pos
4500,0.865,G,0.72012669,Neg.Pos
4500,0.865,G,0.856420919,Neg.Pos
4600,0.784,G,0.727796816,Neg.Pos
4600,0.784,G,0.888907576,Neg.Pos
4600,0.784,G,0.838132064,Neg.Pos
4600,0.784,G,0.840537888,Neg.Pos
4600,0.784,G,0.824168284,Neg.Pos
4600,0.784,G,0.817452414,Neg.Pos
4600,0.784,G,0.829646592,Neg.Pos
4600,0.784,G,0.832918051,Neg.Pos
4600,0.784,G,0.810544145,Neg.Pos
4600,0.784,G,0.819272795,Neg.Pos
4600,0.784,G,0.75063501,Neg.Pos
4600,0.784,G,0.852791832,Neg.Pos
4600,0.784,G,0.825584034,Neg.Pos
4600,0.784,G,0.852665684,Neg.Pos
4600,0.784,G,0.813488352,Neg.Pos
4700,0.694,H,0.791694645,Neg.Pos
4700,0.694,H,0.850868647,Neg.Pos
4700,0.694,H,0.857720511,Neg.Pos
4700,0.694,H,0.874307179,Neg.Pos
4700,0.694,H,0.858312102,Neg.Pos
4700,0.694,H,0.858217912,Neg.Pos
4700,0.694,H,0.815699852,Neg.Pos
4700,0.694,H,0.820255263,Neg.Pos
4700,0.694,H,0.863264677,Neg.Pos
4700,0.694,H,0.834533821,Neg.Pos
4700,0.694,H,0.871974872,Neg.Pos
4700,0.694,H,0.848373735,Neg.Pos
4700,0.694,H,0.813292626,Neg.Pos
4700,0.694,H,0.864439391,Neg.Pos
4700,0.694,H,0.844047789,Neg.Pos
4800,0.586,H,0.890806566,Neg.Pos
4800,0.586,H,0.882894683,Neg.Pos
4800,0.586,H,0.855441035,Neg.Pos
4800,0.586,H,0.84664837,Neg.Pos
4800,0.586,H,0.847923208,Neg.Pos
4800,0.586,H,0.848519283,Neg.Pos
4800,0.586,H,0.863055592,Neg.Pos
4800,0.586,H,0.867282242,Neg.Pos
4800,0.586,H,0.853270917,Neg.Pos
4800,0.586,H,0.863999642,Neg.Pos
4800,0.586,H,0.881200993,Neg.Pos
4800,0.586,H,0.863785867,Neg.Pos
4800,0.586,H,0.766492093,Neg.Pos
4800,0.586,H,0.832582664,Neg.Pos
4800,0.586,H,0.874310352,Neg.Pos
4900,0.452,H,0.834027232,Neg.Pos
4900,0.452,H,0.828595398,Neg.Pos
4900,0.452,H,0.834719991,Neg.Pos
4900,0.452,H,0.751939621,Neg.Pos
4900,0.452,H,0.712639591,Neg.Pos
4900,0.452,H,0.734011407,Neg.Pos
4900,0.452,H,0.832609455,Neg.Pos
4900,0.452,H,0.809831133,Neg.Pos
4900,0.452,H,0.832829798,Neg.Pos
4900,0.452,H,0.836159979,Neg.Pos
4900,0.452,H,0.866782231,Neg.Pos
4900,0.452,H,0.845480511,Neg.Pos
4900,0.452,H,0.865913938,Neg.Pos
4900,0.452,H,0.847079093,Neg.Pos
4900,0.452,H,0.781062853,Neg.Pos
5000,0.308,H,0.737382986,Neg.Pos
5000,0.308,H,0.877513773,Neg.Pos
5000,0.308,H,0.805504157,Neg.Pos
5000,0.308,H,0.813962464,Neg.Pos
5000,0.308,H,0.813061834,Neg.Pos
5000,0.308,H,0.767119817,Neg.Pos
5000,0.308,H,0.867601951,Neg.Pos
5000,0.308,H,0.770355785,Neg.Pos
5000,0.308,H,0.765202267,Neg.Pos
5000,0.308,H,0.786180097,Neg.Pos
5000,0.308,H,0.752697584,Neg.Pos
5000,0.308,H,0.78340125,Neg.Pos
5000,0.308,H,0.8779661,Neg.Pos
5000,0.308,H,0.678200772,Neg.Pos
5100,0.159,H,0.811742083,Neg.Pos
5100,0.159,H,0.855892052,Neg.Pos
5100,0.159,H,0.815712944,Neg.Pos
5100,0.159,H,0.84781704,Neg.Pos
5100,0.159,H,0.780195393,Neg.Pos
5100,0.159,H,0.810062525,Neg.Pos
5100,0.159,H,0.780463351,Neg.Pos
5100,0.159,H,0.808428343,Neg.Pos
5100,0.159,H,0.810886488,Neg.Pos
5100,0.159,H,0.79651009,Neg.Pos
5100,0.159,H,0.808206572,Neg.Pos
5100,0.159,H,0.780983917,Neg.Pos
5100,0.159,H,0.790686885,Neg.Pos
5200,0.012,H,0.843039097,Neg.Pos
5200,0.012,H,0.748850211,Neg.Pos
5200,0.012,H,0.789480936,Neg.Pos
5200,0.012,H,0.802759733,Neg.Pos
5200,0.012,H,0.794482164,Neg.Pos
5200,0.012,H,0.790633335,Neg.Pos
5200,0.012,H,0.789148782,Neg.Pos
5200,0.012,H,0.799400024,Neg.Pos
5200,0.012,H,0.826659915,Neg.Pos
5200,0.012,H,0.804951823,Neg.Pos
5200,0.012,H,0.769604488,Neg.Pos
5200,0.012,H,0.807866446,Neg.Pos
5200,0.012,H,0.845769866,Neg.Pos
4400,0.936,G,0.836430319,Neg.Pos
4400,0.936,G,0.841716387,Neg.Pos
4400,0.936,G,0.821116276,Neg.Pos
4400,0.936,G,0.854658953,Neg.Pos
4400,0.936,G,0.848371051,Neg.Pos
4400,0.936,G,0.831776492,Neg.Pos
4400,0.936,G,0.861844308,Neg.Pos
4400,0.936,G,0.866175154,Neg.Pos
4400,0.936,G,0.836924264,Neg.Pos
4400,0.936,G,0.790934601,Neg.Pos
4400,0.936,G,0.794421411,Neg.Pos
4400,0.936,G,0.836360525,Neg.Pos
4400,0.936,G,0.789665827,Neg.Pos
4400,0.936,G,0.808443462,Neg.Pos
4500,0.865,G,0.863963902,Neg.Pos
4500,0.865,G,0.844256206,Neg.Pos
4500,0.865,G,0.86562026,Neg.Pos
4500,0.865,G,0.847223592,Neg.Pos
4500,0.865,G,0.851023696,Neg.Pos
4500,0.865,G,0.841032779,Neg.Pos
4500,0.865,G,0.83206537,Neg.Pos
4500,0.865,G,0.799117707,Neg.Pos
4500,0.865,G,0.847733344,Neg.Pos
4500,0.865,G,0.80555887,Neg.Pos
4500,0.865,G,0.843297375,Neg.Pos
4500,0.865,G,0.863866916,Neg.Pos
4500,0.865,G,0.862675324,Neg.Pos
4500,0.865,G,0.860782871,Neg.Pos
4600,0.784,G,0.861355489,Neg.Pos
4600,0.784,G,0.877059911,Neg.Pos
4600,0.784,G,0.863036167,Neg.Pos
4600,0.784,G,0.849937688,Neg.Pos
4600,0.784,G,0.857475927,Neg.Pos
4600,0.784,G,0.837902082,Neg.Pos
4600,0.784,G,0.856610801,Neg.Pos
4600,0.784,G,0.806036598,Neg.Pos
4600,0.784,G,0.849131076,Neg.Pos
4600,0.784,G,0.824887701,Neg.Pos
4600,0.784,G,0.857482161,Neg.Pos
4600,0.784,G,0.842117613,Neg.Pos
4600,0.784,G,0.793393502,Neg.Pos
4600,0.784,G,0.850774369,Neg.Pos
4800,0.586,H,0.91064357,Neg.Pos
4800,0.586,H,0.839381806,Neg.Pos
4800,0.586,H,0.801136213,Neg.Pos
4800,0.586,H,0.854018258,Neg.Pos
4800,0.586,H,0.831778464,Neg.Pos
4800,0.586,H,0.83167966,Neg.Pos
4800,0.586,H,0.763450705,Neg.Pos
4800,0.586,H,0.819816921,Neg.Pos
4800,0.586,H,0.84046785,Neg.Pos
4800,0.586,H,0.813787595,Neg.Pos
4800,0.586,H,0.821495616,Neg.Pos
4800,0.586,H,0.803481791,Neg.Pos
4900,0.452,H,0.83132462,Neg.Pos
4900,0.452,H,0.815642966,Neg.Pos
4900,0.452,H,0.817140037,Neg.Pos
4900,0.452,H,0.801583438,Neg.Pos
4900,0.452,H,0.808171887,Neg.Pos
4900,0.452,H,0.785060062,Neg.Pos
4900,0.452,H,0.833141169,Neg.Pos
4900,0.452,H,0.829008852,Neg.Pos
4900,0.452,H,0.822389382,Neg.Pos
4900,0.452,H,0.823694585,Neg.Pos
4900,0.452,H,0.825890599,Neg.Pos
4900,0.452,H,0.810356282,Neg.Pos
5000,0.308,H,0.792539027,Neg.Pos
5000,0.308,H,0.835061398,Neg.Pos
5000,0.308,H,0.766761243,Neg.Pos
5000,0.308,H,0.759996568,Neg.Pos
5000,0.308,H,0.772295438,Neg.Pos
5000,0.308,H,0.745835821,Neg.Pos
5000,0.308,H,0.768767112,Neg.Pos
5000,0.308,H,0.788756313,Neg.Pos
5000,0.308,H,0.772287553,Neg.Pos
5000,0.308,H,0.773943099,Neg.Pos
5000,0.308,H,0.793922674,Neg.Pos
5000,0.308,H,0.792965952,Neg.Pos
